topic,lo,er,ls_mean,ls_std,ls_ccv,ct_mean,ct_std,ct_ccv,d_mean,d_std,d_ccv,bt_mean,bt_std,bt_ccv,p_mean,p_std,p_ccv
T7,LO4k_1,ER24b_1_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO4k_1,ER24b_1_3,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4k_1,ER24b_1_4,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4k_1,ER24b_1_5,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4k_1,ER24c_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.33,0.52,1.58,0.33,0.58,1.76
T7,LO4k_1,ER24c_1_2,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4k_1,ER24c_1_3,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4l_1,ER25a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO4l_1,ER25b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO4l_1,ER25b_1_2,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO5a_1,ER26a_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO5a_1,ER26b_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO6a_1,ER27a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO6a_1,ER27b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO7a_1,ER28a_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO7a_1,ER28b_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO7a_1,ER28c_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO8a_1,ER29a_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T7,LO8a_1,ER29b_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T7,LO8a_1,ER29c_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
